filename_fastq	filename_fast5	parent_read_id	read_id	run_id	channel	mux	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	sequence_length_template	mean_qscore_template	strand_score_template	median_template	mad_template	pore_type	experiment_id	sample_id	end_reason
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	5fc9c038-de35-4fef-aaaa-a266cfcba195	5fc9c038-de35-4fef-aaaa-a266cfcba195	8dac5155923d1ba769fdc746f0547a7ff4270a5a	146	1	64.040250	2.522750	2018	TRUE	64.074000	1991	2.489000	1118	10.961481	3.056529	109.981186	10.875333	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_fail_8dac5155_0.fastq.gz	FAT93959_fail_8dac5155_0.fast5	020ef301-8350-488d-8633-ecd166b815b2	020ef301-8350-488d-8633-ecd166b815b2	8dac5155923d1ba769fdc746f0547a7ff4270a5a	414	1	65.244750	2.439500	1951	FALSE	65.273500	1928	2.410750	942	4.416573	2.552529	58.060242	8.595020	not_set	ASFV_chronic	no_sample	signal_negative
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	b8fc3117-3b0c-4982-a214-c6ae35a8a341	b8fc3117-3b0c-4982-a214-c6ae35a8a341	8dac5155923d1ba769fdc746f0547a7ff4270a5a	256	2	83.572250	1.813250	1450	TRUE	83.597250	1430	1.788250	683	8.327349	2.795109	85.599388	10.349107	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	60a3400d-f9e5-4504-a6a3-8e770bd1e44d	60a3400d-f9e5-4504-a6a3-8e770bd1e44d	8dac5155923d1ba769fdc746f0547a7ff4270a5a	16	2	86.336500	0.927000	741	TRUE	86.425250	670	0.838250	333	11.955330	3.016792	92.440323	10.349107	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	74e80c7c-41bf-48ba-ab22-1a1bdce2db42	74e80c7c-41bf-48ba-ab22-1a1bdce2db42	8dac5155923d1ba769fdc746f0547a7ff4270a5a	349	2	87.467500	1.359750	1087	TRUE	87.497500	1063	1.329750	552	10.818809	2.980051	80.161728	10.173698	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_fail_8dac5155_0.fastq.gz	FAT93959_fail_8dac5155_0.fast5	32a711f1-6718-4aa0-9bfd-37ad20e06e6d	32a711f1-6718-4aa0-9bfd-37ad20e06e6d	8dac5155923d1ba769fdc746f0547a7ff4270a5a	412	2	83.542000	7.928500	6342	FALSE	83.638250	6265	7.832250	878	6.745611	2.243509	82.968262	9.296655	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_fail_8dac5155_0.fastq.gz	FAT93959_fail_8dac5155_0.fast5	6750b224-7ec7-443e-b18b-d997a340525b	6750b224-7ec7-443e-b18b-d997a340525b	8dac5155923d1ba769fdc746f0547a7ff4270a5a	211	3	108.882750	1.063250	850	FALSE	108.967750	782	0.978250	367	7.010536	2.706322	88.055107	5.963892	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	2ba4b133-2072-4aec-84be-2a7c4a8df1ff	2ba4b133-2072-4aec-84be-2a7c4a8df1ff	8dac5155923d1ba769fdc746f0547a7ff4270a5a	208	3	114.587250	0.602250	481	TRUE	114.627250	449	0.562250	291	10.735594	3.222751	82.968262	11.576966	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	d75cac00-a99e-45aa-adfe-a16490bb98fe	d75cac00-a99e-45aa-adfe-a16490bb98fe	8dac5155923d1ba769fdc746f0547a7ff4270a5a	109	3	114.294250	0.812250	649	TRUE	114.323000	626	0.783500	210	9.129555	2.537445	79.810905	10.524515	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	d7f45d17-cac1-448a-bdf7-50f1b746be3b	d7f45d17-cac1-448a-bdf7-50f1b746be3b	8dac5155923d1ba769fdc746f0547a7ff4270a5a	206	2	158.605000	0.612250	489	TRUE	158.648750	454	0.568500	272	8.712033	2.990723	78.583046	10.524515	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	48d9bded-0c16-4937-8e39-206e53d81b3b	48d9bded-0c16-4937-8e39-206e53d81b3b	8dac5155923d1ba769fdc746f0547a7ff4270a5a	390	3	161.689500	1.155750	924	TRUE	161.729500	892	1.115750	380	10.221156	2.790864	84.546936	9.296655	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	0b753e18-3bb5-4de9-b4f5-ab7ec973ab77	0b753e18-3bb5-4de9-b4f5-ab7ec973ab77	8dac5155923d1ba769fdc746f0547a7ff4270a5a	276	4	164.733250	1.239750	991	TRUE	164.802000	936	1.171000	455	9.630462	2.798543	82.792854	10.349107	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_fail_8dac5155_0.fastq.gz	FAT93959_fail_8dac5155_0.fast5	d2cad497-180b-4f3e-be4c-bc1888046182	d2cad497-180b-4f3e-be4c-bc1888046182	8dac5155923d1ba769fdc746f0547a7ff4270a5a	391	4	167.023500	0.741000	592	FALSE	167.051000	570	0.713500	346	7.652724	2.942847	81.038765	10.875333	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	db4e4048-3621-48dc-b9d8-f06ba0dbeb08	db4e4048-3621-48dc-b9d8-f06ba0dbeb08	8dac5155923d1ba769fdc746f0547a7ff4270a5a	463	3	168.688500	1.883750	1507	TRUE	168.728500	1475	1.843750	919	10.825348	3.162819	89.458382	10.173698	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	4ba516b5-b329-44eb-b48c-0e2ca60aefdb	4ba516b5-b329-44eb-b48c-0e2ca60aefdb	8dac5155923d1ba769fdc746f0547a7ff4270a5a	180	1	177.543500	1.467500	1174	TRUE	177.642250	1095	1.368750	773	9.089151	3.234473	85.599388	10.524515	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	8fff6d83-1b0e-4c0b-988a-55c6c8772d61	8fff6d83-1b0e-4c0b-988a-55c6c8772d61	8dac5155923d1ba769fdc746f0547a7ff4270a5a	382	2	184.244750	2.160500	1728	TRUE	184.272250	1706	2.133000	969	10.688039	3.091135	87.353477	9.647472	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	033108ac-3736-49fd-8084-f78f8e8222bb	033108ac-3736-49fd-8084-f78f8e8222bb	8dac5155923d1ba769fdc746f0547a7ff4270a5a	180	1	197.356250	0.635500	508	TRUE	197.460000	425	0.531750	214	11.740607	2.982055	86.827248	9.998289	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	79e85898-7f91-4fa8-818a-40578ce69834	79e85898-7f91-4fa8-818a-40578ce69834	8dac5155923d1ba769fdc746f0547a7ff4270a5a	77	3	198.773750	0.802250	641	TRUE	198.810000	612	0.766000	343	9.167263	2.983448	88.055107	10.349107	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	390370a0-e3ca-4289-ad66-3b5e04740986	390370a0-e3ca-4289-ad66-3b5e04740986	8dac5155923d1ba769fdc746f0547a7ff4270a5a	191	1	199.207500	0.666000	532	TRUE	199.247500	500	0.626000	322	10.706673	3.236924	80.337135	10.173698	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	1d8ee137-042c-4db7-8a83-2fae9287f218	1d8ee137-042c-4db7-8a83-2fae9287f218	8dac5155923d1ba769fdc746f0547a7ff4270a5a	461	3	213.542250	1.180750	944	TRUE	213.698500	819	1.024500	482	8.814771	3.022198	95.071457	11.050741	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	8dd2d4db-d540-4e21-8ad8-52c09831dec5	8dd2d4db-d540-4e21-8ad8-52c09831dec5	8dac5155923d1ba769fdc746f0547a7ff4270a5a	77	3	213.813000	2.192000	1753	TRUE	213.849250	1724	2.155750	1019	8.816431	3.027504	91.387871	10.699924	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	6e5e2235-b25a-41bd-9651-8582ee08e8cb	6e5e2235-b25a-41bd-9651-8582ee08e8cb	8dac5155923d1ba769fdc746f0547a7ff4270a5a	460	4	215.124250	3.090250	2472	TRUE	215.356750	2286	2.857750	1135	12.042582	3.019780	93.492775	10.524515	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	d6de06ab-ae35-49a3-a2bf-833578117d9c	d6de06ab-ae35-49a3-a2bf-833578117d9c	8dac5155923d1ba769fdc746f0547a7ff4270a5a	332	2	228.475750	1.162250	929	TRUE	228.582000	844	1.056000	418	11.820221	2.995063	83.494484	10.173698	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_fail_8dac5155_0.fastq.gz	FAT93959_fail_8dac5155_0.fast5	2b485cef-547e-4f6e-8d15-80811e165266	2b485cef-547e-4f6e-8d15-80811e165266	8dac5155923d1ba769fdc746f0547a7ff4270a5a	470	2	239.802000	1.226250	981	FALSE	239.873250	924	1.155000	155	5.728876	2.199564	78.232231	10.699924	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	9631cd33-9545-4a4b-bd51-7da410be1232	9631cd33-9545-4a4b-bd51-7da410be1232	8dac5155923d1ba769fdc746f0547a7ff4270a5a	454	1	239.122250	3.573000	2858	TRUE	239.199750	2796	3.495500	791	9.632569	2.532542	86.125618	10.173698	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_fail_8dac5155_0.fastq.gz	FAT93959_fail_8dac5155_0.fast5	b628ebb0-b9f8-4b07-95f7-82cccb92bd2b	b628ebb0-b9f8-4b07-95f7-82cccb92bd2b	8dac5155923d1ba769fdc746f0547a7ff4270a5a	346	2	248.106500	1.658750	1327	FALSE	248.192750	1258	1.572500	215	6.944378	2.243506	86.651840	8.945838	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	eb99efc7-63ec-4555-b4b1-e96a5c637b0f	eb99efc7-63ec-4555-b4b1-e96a5c637b0f	8dac5155923d1ba769fdc746f0547a7ff4270a5a	293	4	250.005500	0.900000	720	TRUE	250.096750	647	0.808750	295	9.370144	2.824272	83.669899	11.401558	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_fail_8dac5155_0.fastq.gz	FAT93959_fail_8dac5155_0.fast5	da146906-91b4-4ff7-9de1-875c889057ba	da146906-91b4-4ff7-9de1-875c889057ba	8dac5155923d1ba769fdc746f0547a7ff4270a5a	283	1	256.120250	1.185750	948	FALSE	256.396500	727	0.909500	440	7.922593	3.110246	82.266624	9.472064	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	7bea829a-421c-4f69-abdf-ad64211915d2	7bea829a-421c-4f69-abdf-ad64211915d2	8dac5155923d1ba769fdc746f0547a7ff4270a5a	284	4	256.694000	2.986500	2389	TRUE	256.724000	2365	2.956500	1182	10.404103	2.964520	80.687950	10.173698	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	a47ed803-5878-4821-872b-84dc755cd1d2	a47ed803-5878-4821-872b-84dc755cd1d2	8dac5155923d1ba769fdc746f0547a7ff4270a5a	166	2	265.517750	1.073750	859	TRUE	265.532750	847	1.058750	457	11.811249	3.064290	82.968262	10.173698	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	3b465925-7883-4397-8852-2ec2b22a526e	3b465925-7883-4397-8852-2ec2b22a526e	8dac5155923d1ba769fdc746f0547a7ff4270a5a	260	3	269.853250	1.408750	1127	TRUE	269.884500	1102	1.377500	594	10.391975	3.003100	82.266624	11.401558	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	cfbc1036-39bc-47e3-93bb-c89b8129f437	cfbc1036-39bc-47e3-93bb-c89b8129f437	8dac5155923d1ba769fdc746f0547a7ff4270a5a	221	2	279.349500	0.733750	587	TRUE	279.413250	536	0.670000	375	9.579613	3.263535	82.792854	9.472064	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	b318d431-68fa-4e0e-8b4c-9c4fcdf34eca	b318d431-68fa-4e0e-8b4c-9c4fcdf34eca	8dac5155923d1ba769fdc746f0547a7ff4270a5a	78	4	292.034500	1.183250	946	TRUE	292.122000	876	1.095750	460	11.266500	3.004332	84.722351	9.296655	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	584886a4-e94b-48ac-bba3-65fd16e3a74c	584886a4-e94b-48ac-bba3-65fd16e3a74c	8dac5155923d1ba769fdc746f0547a7ff4270a5a	318	1	318.115500	2.556500	2045	TRUE	318.213000	1967	2.459000	961	10.354399	2.931413	85.950211	11.226150	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_fail_8dac5155_0.fastq.gz	FAT93959_fail_8dac5155_0.fast5	dfeb36dc-9f5e-4086-bdea-e249d8c303d6	dfeb36dc-9f5e-4086-bdea-e249d8c303d6	8dac5155923d1ba769fdc746f0547a7ff4270a5a	80	4	330.107750	0.956250	765	FALSE	330.134000	744	0.930000	367	4.550437	2.576691	74.373238	8.419612	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_fail_8dac5155_0.fastq.gz	FAT93959_fail_8dac5155_0.fast5	64805ec3-ff94-4560-9025-6bc419b2fec4	64805ec3-ff94-4560-9025-6bc419b2fec4	8dac5155923d1ba769fdc746f0547a7ff4270a5a	206	2	329.724250	3.884000	3107	FALSE	329.759250	3079	3.849000	1405	6.964775	2.689409	82.442039	10.699924	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	9a1b3367-9bd3-4984-b2b0-43a6d45eaf3f	9a1b3367-9bd3-4984-b2b0-43a6d45eaf3f	8dac5155923d1ba769fdc746f0547a7ff4270a5a	144	2	330.812500	3.261250	2609	TRUE	330.878750	2556	3.195000	1146	11.182026	2.842729	78.056824	9.822881	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	93538517-d476-4619-b437-52d64bd1d9af	93538517-d476-4619-b437-52d64bd1d9af	8dac5155923d1ba769fdc746f0547a7ff4270a5a	464	1	337.752000	0.592250	473	TRUE	337.805750	430	0.538500	285	8.556034	3.187774	83.845306	10.349107	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	3fe95686-0ebf-4e22-b693-5d71d1be0c68	3fe95686-0ebf-4e22-b693-5d71d1be0c68	8dac5155923d1ba769fdc746f0547a7ff4270a5a	365	4	345.645250	1.869750	1495	TRUE	345.645250	1495	1.869750	753	11.147278	2.981062	84.196121	10.524515	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	0eeb90a0-bf1b-423b-8c39-c26e019c578b	0eeb90a0-bf1b-423b-8c39-c26e019c578b	8dac5155923d1ba769fdc746f0547a7ff4270a5a	287	2	354.238500	7.471000	5976	TRUE	354.317250	5913	7.392250	3734	10.616656	3.276434	80.863358	9.822881	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	daef1e1d-3dfc-4f66-b6a6-c71ef4469f0b	daef1e1d-3dfc-4f66-b6a6-c71ef4469f0b	8dac5155923d1ba769fdc746f0547a7ff4270a5a	319	3	371.080750	1.621250	1297	TRUE	371.239500	1170	1.462500	505	9.989552	2.772305	76.478142	10.524515	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	016ee777-ca0a-4f80-9de5-092661a15eae	016ee777-ca0a-4f80-9de5-092661a15eae	8dac5155923d1ba769fdc746f0547a7ff4270a5a	326	1	372.251000	2.123000	1698	TRUE	372.258500	1692	2.115500	956	11.588491	3.104042	83.143669	9.472064	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	009f46ad-6e33-4603-ac1c-36f60140abc8	009f46ad-6e33-4603-ac1c-36f60140abc8	8dac5155923d1ba769fdc746f0547a7ff4270a5a	399	3	375.081000	0.779500	623	TRUE	375.138500	577	0.722000	370	10.089039	3.145150	82.617447	9.998289	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	1f8fec51-582e-42a9-8410-245f7f9a03dd	1f8fec51-582e-42a9-8410-245f7f9a03dd	8dac5155923d1ba769fdc746f0547a7ff4270a5a	270	2	374.723250	2.393000	1914	TRUE	374.760750	1884	2.355500	885	11.515870	2.933923	81.915810	9.998289	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	44cdd9d3-42f6-4c77-b19d-09ab89b653d1	44cdd9d3-42f6-4c77-b19d-09ab89b653d1	8dac5155923d1ba769fdc746f0547a7ff4270a5a	311	2	375.896250	3.224500	2579	TRUE	375.948750	2537	3.172000	1518	10.700190	3.176058	80.161728	10.524515	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	6094218a-25c4-49d2-a9c5-91c709b9a72a	6094218a-25c4-49d2-a9c5-91c709b9a72a	8dac5155923d1ba769fdc746f0547a7ff4270a5a	460	4	381.562250	1.847500	1478	TRUE	381.896000	1211	1.513750	673	11.963281	3.092669	95.597679	9.998289	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_fail_8dac5155_0.fastq.gz	FAT93959_fail_8dac5155_0.fast5	005fc2b2-2c0d-4caa-9e81-c5d3c6d35879	005fc2b2-2c0d-4caa-9e81-c5d3c6d35879	8dac5155923d1ba769fdc746f0547a7ff4270a5a	40	3	385.540000	0.870250	696	FALSE	385.593750	653	0.816500	298	5.158891	2.638409	64.725769	10.173698	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_fail_8dac5155_0.fastq.gz	FAT93959_fail_8dac5155_0.fast5	26d3c3e5-b3c1-455a-94b2-f431a0adb63b	26d3c3e5-b3c1-455a-94b2-f431a0adb63b	8dac5155923d1ba769fdc746f0547a7ff4270a5a	500	2	390.210750	1.157000	925	FALSE	390.488250	703	0.879500	165	5.683309	2.303822	56.832382	5.788483	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	1fd6ea24-e3b7-4954-bb19-5b2daf63073d	1fd6ea24-e3b7-4954-bb19-5b2daf63073d	8dac5155923d1ba769fdc746f0547a7ff4270a5a	243	2	389.196500	1.328000	1062	TRUE	389.522750	801	1.001750	334	12.140516	2.839332	88.230522	9.296655	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_fail_8dac5155_0.fastq.gz	FAT93959_fail_8dac5155_0.fast5	8e556454-8de6-42db-9a9f-364c02ac593e	8e556454-8de6-42db-9a9f-364c02ac593e	8dac5155923d1ba769fdc746f0547a7ff4270a5a	286	3	392.582000	0.616250	493	FALSE	392.632000	453	0.566250	266	7.708290	3.044428	84.546936	9.822881	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	01be7c0b-e3f8-4bd5-980f-d390e85e78e6	01be7c0b-e3f8-4bd5-980f-d390e85e78e6	8dac5155923d1ba769fdc746f0547a7ff4270a5a	283	1	396.627000	2.963750	2371	TRUE	396.714500	2301	2.876250	1407	10.101820	3.165869	80.687950	9.998289	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_fail_8dac5155_0.fastq.gz	FAT93959_fail_8dac5155_0.fast5	7af519d3-a293-4936-bac6-c4500f281f68	7af519d3-a293-4936-bac6-c4500f281f68	8dac5155923d1ba769fdc746f0547a7ff4270a5a	440	1	398.930250	1.444250	1155	FALSE	398.994000	1104	1.380500	573	5.649259	2.680343	49.465221	6.840935	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_fail_8dac5155_0.fastq.gz	FAT93959_fail_8dac5155_0.fast5	a2ff8b95-e954-49b2-9040-4b91ea768a80	a2ff8b95-e954-49b2-9040-4b91ea768a80	8dac5155923d1ba769fdc746f0547a7ff4270a5a	47	2	399.502500	1.715000	1372	FALSE	399.565000	1322	1.652500	240	4.924030	2.194214	84.546936	8.945838	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	63ec13e7-27c2-416a-8651-2ac6f5e7d75a	63ec13e7-27c2-416a-8651-2ac6f5e7d75a	8dac5155923d1ba769fdc746f0547a7ff4270a5a	214	2	401.109500	1.086750	869	TRUE	401.119500	861	1.076750	511	10.813274	3.130162	79.986313	9.647472	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_fail_8dac5155_0.fastq.gz	FAT93959_fail_8dac5155_0.fast5	12e1b154-649d-4518-9c05-1cc75c17e71a	12e1b154-649d-4518-9c05-1cc75c17e71a	8dac5155923d1ba769fdc746f0547a7ff4270a5a	166	2	400.665250	0.951500	761	FALSE	400.747750	695	0.869000	210	6.947741	2.491632	82.792854	4.911440	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	72ce7214-4188-4fdd-bb96-2144ad1d2b38	72ce7214-4188-4fdd-bb96-2144ad1d2b38	8dac5155923d1ba769fdc746f0547a7ff4270a5a	221	2	403.154750	1.693250	1354	TRUE	403.354750	1194	1.493250	643	9.521909	3.000782	82.617447	9.296655	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	5371a427-f464-4648-9d84-b1626dff5d1e	5371a427-f464-4648-9d84-b1626dff5d1e	8dac5155923d1ba769fdc746f0547a7ff4270a5a	190	4	411.718000	1.002000	801	TRUE	411.800500	735	0.919500	405	12.470263	3.098985	82.617447	10.699924	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	5555ba95-327b-44ad-a573-795dbc6e6510	5555ba95-327b-44ad-a573-795dbc6e6510	8dac5155923d1ba769fdc746f0547a7ff4270a5a	77	3	417.246500	1.519000	1215	TRUE	417.316500	1159	1.449000	359	10.758635	2.574837	90.160011	9.296655	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_fail_8dac5155_0.fastq.gz	FAT93959_fail_8dac5155_0.fast5	ba3f3c33-0891-4d8a-a6ab-fac63747b7a3	ba3f3c33-0891-4d8a-a6ab-fac63747b7a3	8dac5155923d1ba769fdc746f0547a7ff4270a5a	357	2	422.201250	0.723250	578	FALSE	422.232500	553	0.692000	186	5.722363	2.389031	81.915810	9.296655	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_fail_8dac5155_0.fastq.gz	FAT93959_fail_8dac5155_0.fast5	52ddf39e-f9ba-4d91-a272-4d1c111f28aa	52ddf39e-f9ba-4d91-a272-4d1c111f28aa	8dac5155923d1ba769fdc746f0547a7ff4270a5a	39	4	425.653000	0.892000	713	FALSE	425.670500	699	0.874500	386	5.707963	2.742987	93.492775	9.121246	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	51126f05-af89-4c1d-bb05-658d13ddf3f7	51126f05-af89-4c1d-bb05-658d13ddf3f7	8dac5155923d1ba769fdc746f0547a7ff4270a5a	221	2	429.195000	1.498750	1199	TRUE	429.252500	1153	1.441250	690	11.924303	3.162547	83.669899	9.121246	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_fail_8dac5155_0.fastq.gz	FAT93959_fail_8dac5155_0.fast5	5491071f-44a0-4b02-b128-7984813b8e56	5491071f-44a0-4b02-b128-7984813b8e56	8dac5155923d1ba769fdc746f0547a7ff4270a5a	198	2	431.817000	0.756500	605	FALSE	432.048250	420	0.525250	250	6.429908	2.927574	52.622578	9.296655	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	abbb3d4b-4f4e-48dc-83b9-6758c3629634	abbb3d4b-4f4e-48dc-83b9-6758c3629634	8dac5155923d1ba769fdc746f0547a7ff4270a5a	493	2	435.875000	0.641000	512	TRUE	435.902500	490	0.613500	239	10.504953	2.930636	86.476433	11.226150	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	c09ecd95-fc89-4754-9001-c207255a37e0	c09ecd95-fc89-4754-9001-c207255a37e0	8dac5155923d1ba769fdc746f0547a7ff4270a5a	260	3	437.453750	1.477000	1181	TRUE	437.477500	1162	1.453250	621	9.791072	3.024175	82.442039	9.647472	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	16f02ee5-ba59-45d3-97db-74c85ecb9837	16f02ee5-ba59-45d3-97db-74c85ecb9837	8dac5155923d1ba769fdc746f0547a7ff4270a5a	196	2	438.849750	0.908250	726	TRUE	438.922250	668	0.835750	316	8.935276	2.779594	85.423981	9.998289	not_set	ASFV_chronic	no_sample	signal_positive
FAT93959_pass_8dac5155_0.fastq.gz	FAT93959_pass_8dac5155_0.fast5	4d318221-c22a-48e1-832d-3c42d89fcc9c	4d318221-c22a-48e1-832d-3c42d89fcc9c	8dac5155923d1ba769fdc746f0547a7ff4270a5a	371	2	443.501500	0.926750	741	TRUE	443.649000	623	0.779250	295	11.721162	2.903953	87.002663	11.050741	not_set	ASFV_chronic	no_sample	signal_positive
